invoicedetailid,invoiceid,productid,productprice,itemcost,consignorid,productdescription,invoicedate
21637,7644,85790,10.00,0.00,500,Fabric Scraps (10),2019-11-23
21638,7645,16106,12.99,0.00,500,1 Misc Fabric,2019-11-23
21640,7647,83343,45.00,38.25,21,Chair/step Stool (newer),2019-11-23
21642,7646,58840,19.99,0.00,500,Melissa&Doug Wooden Piuzz,2019-11-23
21645,7646,85791,4.99,0.00,500,M&D,2019-11-23
21648,7648,77365,32.95,28.00,36,Wisemen Set Of 3,2019-11-23
21651,7650,85565,6.99,5.94,19,Santa On A Spring Plush2,2019-11-23
21657,7651,46843,1.49,1.26,500,Darice-lobster Claw Charm,2019-11-23
21658,7651,46843,1.49,1.26,500,Darice-lobster Claw Charm,2019-11-23
21661,7652,81318,4.99,4.24,70,Goat Milk Soap,2019-11-23
21662,7652,84196,16.00,13.60,513,Radio Flyer Wheelbarrow,2019-11-23
21669,7654,4257,16.00,13.60,76,Red Towel Holder #2,2019-11-23
21671,7655,16310,9.00,7.65,54,All I Want Sign,2019-11-23
21672,7655,84302,5.99,0.00,500,Santa Sack Burlap,2019-11-23
21674,7656,85431,7.00,5.95,69,Pamper Me Pink,2019-11-23
21675,7656,71228,8.50,7.22,1,Wolf Canvas,2019-11-23
21677,7657,73942,90.00,76.50,11,Headboard Bench,2019-11-23
21680,7658,85815,5.97,0.00,500,Craft Stickers (3),2019-11-23
21681,7658,54864,2.99,2.54,500,1 Misc Scrapbooking,2019-11-23
21682,7659,85661,3.49,0.00,500,Food,2019-11-23
21683,7659,85816,10.00,8.50,17,Book-emily,2019-11-23
21687,7661,85819,11.97,0.00,500,Home Decor (3),2019-11-23
21688,7662,50323,1.99,1.69,500,Darice- Greenery Spray La,2019-11-23
21689,7662,50323,1.99,1.69,500,Darice- Greenery Spray La,2019-11-23
21690,7662,50323,1.99,1.69,500,Darice- Greenery Spray La,2019-11-23
21693,7663,81659,5.00,4.25,31,Baking Mold,2019-11-23
21695,7663,71574,9.99,8.49,5,Decor-green Tray,2019-11-23
21696,7663,79230,3.50,2.97,1,Letâ€™s Give Thanks,2019-11-23
21697,7663,84916,4.00,3.40,25,Holiday Glass Tray,2019-11-23
21700,7663,80478,11.99,10.19,73,Set 6 Sweedish Glass Cups,2019-11-23
21702,7664,83820,6.95,5.90,74,Small Butter Dish,2019-11-23
21703,7664,81318,4.99,4.24,70,Goat Milk Soap,2019-11-23
21704,7664,110449,8.95,7.60,76,Jar With Mesh Lid,2019-11-23
21705,7664,85308,3.95,3.35,31,Gravy Boat,2019-11-23
21706,7664,171106,3.00,2.55,34,Large Catnip Toys,2019-11-23
21707,7664,30726,3.00,2.55,34,Medium Cat Toy 54,2019-11-23
21708,7664,30726,3.00,2.55,34,Medium Cat Toy 54,2019-11-23
21709,7664,30726,3.00,2.55,34,Medium Cat Toy 54,2019-11-23
21710,7664,76604,6.00,5.10,37,SALE Bib,2019-11-23
21712,7665,85845,3.60,0.00,500,Paper (12),2019-11-23
21713,7666,84994,6.00,5.10,51,Reindeer Lights,2019-11-23
21716,7668,59251,5.99,5.09,4,3 Pc Headband Sets,2019-11-23
21717,7668,59251,5.99,5.09,4,3 Pc Headband Sets,2019-11-23
21720,7669,82435,16.00,13.60,48,Handmade Gnome,2019-11-23
21722,7669,82435,16.00,13.60,48,Handmade Gnome,2019-11-23
21723,7669,85846,1.00,0.00,500,Chocolates,2019-11-23
21724,7670,71118,8.00,6.80,42,Cherokee Coat,2019-11-23
21729,7670,74323,3.00,2.55,24,Hair Clip,2019-11-23
21731,7670,78737,1.50,1.27,24,Hair Clip,2019-11-23
21732,7670,78736,1.50,1.27,24,Hair Clip,2019-11-23
21733,7670,78739,1.50,1.27,24,Hair Clip,2019-11-23
21734,7670,78733,1.50,1.27,24,Hair Clip,2019-11-23
21735,7670,51139,2.89,0.00,500,Lorann Oil Twin Pack - Ci,2019-11-23
21736,7670,51139,2.89,0.00,500,Lorann Oil Twin Pack - Ci,2019-11-23
21740,7671,48351,4.49,0.00,500,3 Pack Invisible Tape,2019-11-23
21742,7671,44983,21.99,0.00,500,Art Alternatives Dual Tip,2019-11-23
21746,7672,53716,7.99,0.00,500,Dritz Fray Check .75 Oz 2,2019-11-23
21750,7673,73337,2.00,1.70,49,Earrings Jen,2019-11-23
21751,7673,73337,2.00,1.70,49,Earrings Jen,2019-11-23
22164,7811,59621,1.99,0.00,500,Greeting Card,2019-11-25
21913,7737,48543,8.99,0.00,500,Americana-decor-satin-ena,2019-11-25
21914,7737,48543,8.99,0.00,500,Americana-decor-satin-ena,2019-11-25
21917,7740,51067,3.99,3.39,500,Hampton Art-birch Coaster,2019-11-25
21919,7742,76264,3.00,2.55,24,Toy,2019-11-25
21920,7743,40491,85.00,72.25,68,Bakers Rack #64,2019-11-25
21921,7744,86098,1.59,0.00,500,Bell,2019-11-25
21922,7744,53698,0.40,0.34,500,1 Misc. Ribbon,2019-11-25
21924,7744,47889,3.19,0.00,500,Craft Decor Calk Writers,2019-11-25
21925,7744,45395,2.39,2.03,500,Pentel Sign Pen Black Bru,2019-11-25
21926,7744,85821,1.19,0.00,500,Gelly Roll 05,2019-11-25
21927,7744,45395,2.39,2.03,500,Pentel Sign Pen Black Bru,2019-11-25
21932,7746,16106,12.48,0.00,500,1 Misc Fabric,2019-11-25
21936,7747,77722,19.95,16.95,512,R&B Merry Xmas Banner,2019-11-25
21938,7748,16106,30.47,0.00,500,1 Misc Fabric,2019-11-25
21939,7748,73506,2.25,1.91,57,Book,2019-11-25
21940,7749,84898,4.99,0.00,500,Hemp Ball Yarn,2019-11-25
21941,7749,84898,4.99,0.00,500,Hemp Ball Yarn,2019-11-25
21942,7749,86122,7.96,0.00,500,Fat Quarter (4),2019-11-25
21943,7749,8725,10.00,8.50,46,Star Made Of Twigs- #21,2019-11-25
21944,7750,86123,3.00,0.00,500,Glue Stick (30),2019-11-25
21945,7751,17098,20.00,9.20,46,Antique Wood Planer,2019-11-25
21950,7754,22178,2.99,2.54,17,#32 Fabric,2019-11-25
21951,7754,74843,12.00,10.20,40,Fruit Art,2019-11-25
21956,7757,83757,10.00,8.50,511,Metal Snowflake,2019-11-25
21957,7757,82266,2.50,2.12,42,Star Ornament,2019-11-25
21963,7759,86128,2.50,0.00,500,Wool Felt,2019-11-25
21965,7759,48454,2.49,2.11,500,Americana-multi-surface-s,2019-11-25
21966,7759,82495,11.99,0.00,500,Reversible Tank,2019-11-25
21969,7760,77006,3.99,3.39,19,White Oval Doily1,2019-11-25
21970,7760,81181,8.00,6.80,20,Welcome Wall Plaque,2019-11-25
21971,7760,45745,10.99,0.00,500,Oil Artst 12ml 18 Clr Set,2019-11-25
21972,7760,162686,34.99,34.99,500,Art ALT Table TopEasel,2019-11-25
21973,7760,44760,0.79,0.00,500,Nylon Palette Knives-3in,2019-11-25
21974,7760,44514,1.99,0.00,500,Art Alternatives 10 Well,2019-11-25
21975,7760,169617,12.99,0.00,500,Heavyweight Mixed Media 6,2019-11-25
21977,7760,17806,2.49,0.00,500,ALT Cotton Canvas 8x10,2019-11-25
21978,7760,17806,2.49,0.00,500,ALT Cotton Canvas 8x10,2019-11-25
21982,7762,56825,5.59,4.75,500,Premier Yarns Mega Tweed,2019-11-25
21985,7762,57066,5.59,4.75,500,Premier-counture Jazz-bei,2019-11-25
21987,7762,86130,3.99,0.00,500,Yarn,2019-11-25
21989,7762,148010,4.00,3.40,52,Vtg Buttons,2019-11-25
21990,7762,86131,7.98,0.00,500,Wool (2),2019-11-25
21996,7764,86124,45.00,38.25,56,Old Sled,2019-11-25
21999,7766,77478,4.95,4.20,56,Hand Stitch Heart,2019-11-25
22002,7766,55685,1.99,1.69,500,9in Seed Berry Spray,2019-11-25
22003,7766,55685,1.99,1.69,500,9in Seed Berry Spray,2019-11-25
22004,7766,55685,1.99,1.69,500,9in Seed Berry Spray,2019-11-25
22008,7766,52104,1.50,1.27,500,Dill Buttons 995,2019-11-25
22009,7766,52691,2.00,1.70,500,Dill-buttons-7 1676,2019-11-25
22010,7766,52487,2.10,1.78,500,Dill Buttons 7,2019-11-25
22012,7766,52147,0.75,0.63,500,Dill Buttons 7,2019-11-25
22013,7766,52147,0.75,0.63,500,Dill Buttons 7,2019-11-25
22014,7766,52147,0.75,0.63,500,Dill Buttons 7,2019-11-25
22016,7766,58801,8.99,7.64,19,No Spring Chicken2,2019-11-25
22017,7766,86183,22.23,0.00,500,Wool,2019-11-25
22019,7768,46615,7.99,6.79,500,Walnut Hollow-clock Movem,2019-11-25
22022,7770,56316,4.99,4.24,500,Melissa And Doug Water Wo,2019-11-25
22030,7771,19366,7.25,6.16,81,4 In Square Red Glass Can,2019-11-25
22038,7773,84957,6.00,5.10,35,AS-MicrowaveBowl,2019-11-25
22039,7773,84957,6.00,5.10,35,AS-MicrowaveBowl,2019-11-25
22040,7773,84958,6.00,5.10,81,AS-Microwave Bowl,2019-11-25
22044,7773,16106,8.99,0.00,500,1 Misc Fabric,2019-11-25
22045,7773,55467,0.99,0.84,500,Papercraft Foil Stickers,2019-11-25
22046,7773,46228,1.99,1.69,500,Papercraft Photographic G,2019-11-25
22048,7774,54820,0.79,0.67,500,White Poster Board-22x28-,2019-11-25
22049,7774,54820,0.79,0.67,500,White Poster Board-22x28-,2019-11-25
22050,7774,46610,9.29,7.89,500,Glitter 8oz,2019-11-25
22052,7775,45146,9.99,0.00,500,Paint Pen Set 12pc,2019-11-25
22055,7777,86187,0.33,0.00,500,Food,2019-11-25
22058,7778,83979,2.00,1.70,27,Tea Candles (set Of 4),2019-11-25
22059,7778,83980,2.00,1.70,27,Tea Candles (set Of 4),2019-11-25
22060,7778,76784,18.95,16.10,56,Black Candle Stands,2019-11-25
22061,7779,52280,1.50,1.27,500,Dill Buttons 1430,2019-11-25
22062,7779,52280,1.50,1.27,500,Dill Buttons 1430,2019-11-25
22065,7779,53567,5.49,4.66,500,Hbf Simply Stuffing 100%,2019-11-25
22068,7780,74678,12.99,0.00,500,Farm Cube Puzzle,2019-11-25
22069,7780,58751,2.99,0.00,500,Melissa&Doug Learning Mat,2019-11-25
22074,7781,81318,4.99,4.24,70,Goat Milk Soap,2019-11-25
22075,7782,86189,10.00,0.00,500,Misc,2019-11-25
22076,7783,67130,10.99,0.00,500,Rhine Star Tree Topper,2019-11-25
22077,7783,85884,7.49,0.00,500,White Bird With Hat,2019-11-25
22078,7783,84957,6.00,5.10,35,AS-MicrowaveBowl,2019-11-25
22079,7783,84958,6.00,5.10,81,AS-Microwave Bowl,2019-11-25
22081,7783,43404,10.00,8.50,49,#78 Peekee And Boo Book,2019-11-25
22092,7785,85661,0.75,0.00,500,Food,2019-11-25
22094,7787,54753,8.99,0.00,500,Packaging Tage -1 Dispens,2019-11-25
22095,7788,53698,3.00,2.55,500,1 Misc. Ribbon,2019-11-25
22096,7789,68197,19.00,16.15,1,Barstool,2019-11-25
22097,7789,68197,19.00,16.15,1,Barstool,2019-11-25
22098,7789,68197,19.00,16.15,1,Barstool,2019-11-25
22099,7790,74541,6.99,5.94,506,Warm And Cozy,2019-11-25
22100,7791,53501,1.99,1.69,500,Dritz Embroidery Neddle S,2019-11-25
22101,7791,16106,6.99,0.00,500,1 Misc Fabric,2019-11-25
22102,7791,16106,6.99,0.00,500,1 Misc Fabric,2019-11-25
22103,7792,83647,69.00,58.65,3,Vintage Table,2019-11-25
22104,7793,16106,5.00,0.00,500,1 Misc Fabric,2019-11-25
22105,7793,16106,5.00,0.00,500,1 Misc Fabric,2019-11-25
22106,7793,16106,7.50,0.00,500,1 Misc Fabric,2019-11-25
22107,7793,16106,12.00,0.00,500,1 Misc Fabric,2019-11-25
22108,7793,86192,10.00,0.00,500,Flannel Fat Quarters (5),2019-11-25
22111,7794,86195,1.99,0.00,500,Princess Stickers,2019-11-25
22113,7795,53698,0.75,0.63,500,1 Misc. Ribbon,2019-11-25
22114,7796,45217,34.49,0.00,500,Alcohol-based-markers 24p,2019-11-25
22115,7797,81909,6.00,5.10,502,Gorilla,2019-11-25
22118,7798,57042,5.99,5.09,500,Fair Isle Nantucket Celer,2019-11-25
22123,7800,72578,38.00,32.30,76,Fiestaware Teapot,2019-11-25
22124,7800,76291,19.99,16.99,17,Tall Nuts Cracker,2019-11-25
22127,7801,85259,18.00,15.30,76,Knome,2019-11-25
22130,7801,85418,8.00,6.80,508,Green Tree,2019-11-25
22131,7801,85417,8.00,6.80,508,Green Tree,2019-11-25
22132,7801,85459,12.00,10.20,76,Gold Tree,2019-11-25
22137,7804,497,19.00,16.15,53,11c Pillow- Stay Awhile,2019-11-25
22138,7804,82124,8.00,6.80,508,Silver Decor,2019-11-25
22139,7804,76868,32.00,27.20,508,Reindeer Pillow,2019-11-25
22140,7804,50447,3.95,3.35,500,Jasonâ€™s Artisan Chocola,2019-11-25
22146,7807,53368,2.77,2.35,500,1 Misc Notions,2019-11-25
22149,7807,16106,26.62,0.00,500,1 Misc Fabric,2019-11-25
22153,7808,16106,7.50,0.00,500,1 Misc Fabric,2019-11-25
22155,7810,85277,1.50,1.27,51,Holly String,2019-11-25
22157,7810,85276,1.50,1.27,51,Holly String,2019-11-25
22161,7811,58057,12.00,10.20,12,White Succulent Pot Only,2019-11-25
22162,7811,58059,12.00,10.20,12,White Succulent Pot Only,2019-11-25
22243,7827,56429,2.99,2.54,500,Melissa-doug-learning-mat,2019-11-25
22248,7828,80762,15.00,12.75,51,Gnome,2019-11-25
22249,7828,84892,4.99,0.00,500,White Glitter PVC Tree,2019-11-25
22250,7828,84300,5.99,0.00,500,Bottle Brush Tree With Gu,2019-11-25
22251,7829,76379,8.25,7.01,515,Silver Starburst,2019-11-25
22253,7829,85462,10.00,8.50,76,Grey Knome,2019-11-25
22254,7830,86318,7.20,0.00,500,Paper (24),2019-11-25
22256,7831,47204,4.99,0.00,500,Jovi-plastilina-plant-bas,2019-11-25
22262,7832,53698,0.68,0.57,500,1 Misc. Ribbon,2019-11-25
22264,7832,84279,2.79,0.00,500,Christmas Hanging Sign,2019-11-25
22266,7833,84279,2.79,0.00,500,Christmas Hanging Sign,2019-11-25
22267,7833,50323,1.59,1.35,500,Darice- Greenery Spray La,2019-11-25
22268,7833,50323,1.59,1.35,500,Darice- Greenery Spray La,2019-11-25
22269,7833,50323,1.59,1.35,500,Darice- Greenery Spray La,2019-11-25
22270,7833,86322,1.59,0.00,500,Floral Tape,2019-11-25
22271,7833,86323,1.40,0.00,500,Flowers,2019-11-25
22272,7834,86324,19.17,0.00,500,Scarf (4),2019-11-25
22273,7834,72612,10.40,8.84,93,Solid Color Bow Set,2019-11-25
22275,7835,86325,7.59,0.00,500,Yarn,2019-11-25
22278,7835,66376,7.99,0.00,500,Deluxe Worsted Tweed,2019-11-25
22280,7835,86326,7.19,0.00,500,Yarn,2019-11-25
22283,7837,80843,15.00,12.75,65,Red Sweater Pillow Large,2019-11-25
22285,7837,78960,10.00,8.50,48,Silicone Bead Paci Clip,2019-11-25
22286,7836,56393,3.99,3.39,500,Melissa And Doug Created,2019-11-25
22287,7836,77597,5.19,0.00,500,Eraser Set Marine Animals,2019-11-25
22288,7836,84600,8.00,6.80,48,Fringe Sweater.,2019-11-25
22289,7836,86327,19.17,0.00,500,Scarf (4),2019-11-25
22291,7836,77809,4.00,3.40,24,Hat,2019-11-25
22294,7836,72798,5.00,4.25,48,2 Tiny Bow Clips,2019-11-25
22295,7836,86328,2.79,0.00,500,Christmas,2019-11-25
22297,7838,75275,8.00,6.80,24,Outfit,2019-11-25
22298,7838,86329,4.00,0.00,500,Bags,2019-11-25
22300,7838,67608,1.50,1.27,24,Book,2019-11-25
22301,7838,75922,1.00,0.85,24,Book,2019-11-25
22302,7838,74568,9.99,0.00,500,Farm Friends,2019-11-25
22303,7839,169691,3.25,2.76,81,AS-Brown Candleholder,2019-11-25
22304,7840,46428,7.99,0.00,500,Wonder Camisole L White,2019-11-25
22306,7840,86330,0.80,0.00,500,Food,2019-11-25
22307,7841,84279,2.79,0.00,500,Christmas Hanging Sign,2019-11-25
22308,7841,84279,2.79,0.00,500,Christmas Hanging Sign,2019-11-25
22311,7841,86331,2.31,0.00,500,Anise,2019-11-25
22314,7841,76727,6.50,5.52,48,Bandana Bib,2019-11-25
22317,7842,56316,3.99,3.39,500,Melissa And Doug Water Wo,2019-11-25
22326,7843,46205,2.39,2.03,500,Holiday Gift Wrap,2019-11-25
22327,7843,46205,2.39,2.03,500,Holiday Gift Wrap,2019-11-25
22328,7843,74182,5.00,4.25,24,Baby Clothes,2019-11-25
22329,7843,57489,5.00,4.25,1,Melton Baby Booties,2019-11-25
22331,7843,86332,2.31,0.00,500,Flavor,2019-11-25
22333,7843,84572,0.50,0.42,33,Cookie Cutter,2019-11-25
22334,7843,84571,0.50,0.42,33,Cookie Cutter,2019-11-25
22336,7844,83906,2.00,1.70,1,Fancy Nancy,2019-11-25
22338,7845,86333,4.80,0.00,500,Mini Animals (8),2019-11-25
22342,7845,36244,2.00,1.70,48,Sale Bandana Bib #62a,2019-11-25
22343,7845,56460,3.99,0.00,500,Melissa &amp;amp; Doug-me,2019-11-25
22344,7846,83402,7.19,0.00,500,Church W/light,2019-11-25
22348,7846,86334,2.39,0.00,500,Brush,2019-11-25
22349,7846,86335,2.39,0.00,500,Rattail,2019-11-25
22351,7847,71368,25.00,21.25,49,Cast Iron Basket,2019-11-25
22353,7848,73592,2.39,0.00,500,TCW 6x6 Stencil Mini Posi,2019-11-25
22354,7848,73669,3.99,0.00,500,Carta Bella Designer Sten,2019-11-25
22357,7848,86338,2.79,0.00,500,FOOD,2019-11-25
22360,7851,56393,3.99,3.39,500,Melissa And Doug Created,2019-11-25
22362,7851,73854,21.00,17.85,502,Pocahontas Costume,2019-11-25
22364,7850,75392,7.00,5.95,516,Tutu Dress,2019-11-25
22366,7850,75551,4.00,3.40,42,String Beads,2019-11-25
22367,7850,78960,10.00,8.50,48,Silicone Bead Paci Clip,2019-11-25
22370,7850,74202,4.00,3.40,24,Toy,2019-11-25
22372,7850,86343,1.00,0.00,500,Candle,2019-11-25
22374,7850,86344,3.19,0.00,500,Plant,2019-11-25
22375,7853,85138,24.00,20.40,506,Home Body Book,2019-11-25
22377,7852,75270,8.00,6.80,24,Outfit,2019-11-25
22378,7852,71981,4.50,3.82,48,Knot Headband,2019-11-25
22379,7852,86345,4.95,4.20,74,Drool Bib,2019-11-25
22380,7852,15708,7.00,5.95,74,BIBS Pacifier,2019-11-25
22381,7852,86346,6.39,0.00,500,Paper Bags,2019-11-25
22382,7854,78668,1.50,1.27,24,Hair Scrunchie,2019-11-25
22384,7855,67541,5.00,4.25,24,Kids Toy,2019-11-25
22385,7855,82718,3.75,3.18,1,Thomas Book,2019-11-25
22390,7855,59621,1.59,0.00,500,Greeting Card,2019-11-25
22391,7855,59621,1.59,0.00,500,Greeting Card,2019-11-25
22393,7855,86347,12.50,0.00,500,Sand,2019-11-25
22396,7855,86348,3.18,0.00,500,Tags (2),2019-11-25
22398,7856,58841,15.99,0.00,500,Melissa&Doug Waffle Set,2019-11-25
22399,7856,15708,7.00,5.95,74,BIBS Pacifier,2019-11-25
22400,7856,59824,3.50,2.97,48,Pinwheel Clip,2019-11-25
22404,7856,36230,6.50,5.52,48,Baby Bandana Bib #62a,2019-11-25
22409,7858,55822,15.99,0.00,500,Melissa &amp; Doug-wooden,2019-11-25
22410,7858,46301,12.00,10.20,500,Three Quarter Sleeve Scoo,2019-11-25
22412,7859,74621,4.00,3.40,24,Scrubbie,2019-11-25
22413,7859,74620,4.00,3.40,24,Scrubbie,2019-11-25
22416,7859,66048,2.50,0.00,500,Slinky,2019-11-25
22421,7859,86351,6.99,0.00,500,Airplane (2),2019-11-25
22424,7859,55844,1.00,0.00,500,Melissa-doug-pad-paper Do,2019-11-25
22427,7859,74428,2.50,2.12,24,Book,2019-11-25
22432,7862,41027,2.75,2.33,57,Book,2019-11-25
22433,7862,80031,2.50,2.12,42,Book,2019-11-25
22434,7863,54805,5.59,4.75,500,Skyraider Planeur-,2019-11-25
22435,7863,56316,3.99,3.39,500,Melissa And Doug Water Wo,2019-11-25
22436,7863,86352,4.79,0.00,500,COLOR BOOK,2019-11-25
22437,7863,86353,22.39,0.00,500,Model,2019-11-25
22440,7864,56090,5.00,0.00,500,Melissa And Doug Water Wo,2019-11-25
22445,7864,82901,4.50,0.00,500,Perler Tropical Island,2019-11-25
22446,7864,56327,6.50,0.00,500,Melissa &amp; Doug-dry Er,2019-11-25
22452,7864,57674,6.00,0.00,500,Toob - Ponies 12pcs,2019-11-25
22453,7864,84359,3.00,2.55,42,Book,2019-11-25
22454,7864,82237,4.00,3.40,42,Book,2019-11-25
22455,7864,79750,2.50,2.12,42,Book,2019-11-25
22456,7864,85361,1.50,1.27,48,SALE Knot Clip,2019-11-25
22457,7864,85361,1.50,1.27,48,SALE Knot Clip,2019-11-25
22458,7864,85361,1.50,1.27,48,SALE Knot Clip,2019-11-25
22168,7813,76580,2.50,2.12,42,Towel,2019-11-25
22169,7813,75562,6.00,5.10,42,Plaid Runner,2019-11-25
22170,7813,76654,3.50,2.97,502,Cat In Hat Comes Back,2019-11-25
22171,7813,84419,1.50,1.27,24,Toy,2019-11-25
22174,7813,41938,12.00,10.20,43,Knit Baby Hat W/ Pom Pom,2019-11-25
22175,7814,779,4.00,3.40,23,#11d Dominos,2019-11-25
22176,7815,75186,6.50,5.52,42,Christmas Bucket,2019-11-25
22178,7815,76844,23.95,20.35,36,Blue Postal Box,2019-11-25
22180,7816,83095,37.00,31.45,31,Suitcase Table,2019-11-25
22181,7816,73346,1.00,0.85,49,Earrings Jen,2019-11-25
22182,7816,73337,2.00,1.70,49,Earrings Jen,2019-11-25
22183,7816,73346,1.00,0.85,49,Earrings Jen,2019-11-25
22184,7816,73346,1.00,0.85,49,Earrings Jen,2019-11-25
22189,7818,75484,4.95,4.20,43,Baby Rabbit Rattle Toy,2019-11-25
22190,7818,81425,7.95,6.75,36,Sm Red Glitter Gnome,2019-11-25
22191,7818,84372,6.50,5.52,42,Hat,2019-11-25
22192,7818,84381,4.25,3.61,65,Kane Kitch Towel,2019-11-25
22196,7819,86276,2.49,0.00,500,Feathers,2019-11-25
22198,7819,86277,0.59,0.00,500,Wood,2019-11-25
22200,7821,54528,1.40,1.19,500,Coats-clark-s920 Black,2019-11-25
22201,7822,86308,3.85,0.00,500,Floss (7),2019-11-25
22202,7823,77360,14.95,12.70,36,Merry Christmas Sign,2019-11-25
22203,7823,79541,1.99,0.00,500,Wood Letter,2019-11-25
22204,7823,79541,1.99,0.00,500,Wood Letter,2019-11-25
22205,7823,79541,1.99,0.00,500,Wood Letter,2019-11-25
22206,7823,79541,1.99,0.00,500,Wood Letter,2019-11-25
22211,7824,86309,3.98,0.00,500,Paint Tryas (2),2019-11-25
22212,7824,44754,1.99,0.00,500,Color Factor- Painting Sp,2019-11-25
22214,7824,24761,1.50,1.27,500,DecoArt Acrylic Paint,2019-11-25
22215,7824,82920,1.50,0.00,500,Crafters Acrylic,2019-11-25
22216,7824,82920,1.50,0.00,500,Crafters Acrylic,2019-11-25
22218,7825,77398,24.50,20.82,91,Eagle Knife,2019-11-25
22220,7826,19828,5.95,5.05,35,Blk. &amp; Wht. Cows S &a,2019-11-25
22228,7826,24822,2.49,0.00,500,Americana-multi-surface-s,2019-11-25
22231,7826,48229,2.49,0.00,500,Americana-multi-surface-s,2019-11-25
22232,7826,48221,2.49,0.00,500,Americana-multi-surface-s,2019-11-25
22234,7827,51094,2.99,2.54,500,Darice Decorative Plate D,2019-11-25
22235,7827,50965,2.99,2.54,500,Decorative Plate Display,2019-11-25
22239,7827,59254,1.99,0.00,500,Dinosaur Coloring Book,2019-11-25
22240,7827,58749,2.99,0.00,500,Melissa&Doug Learning Mat,2019-11-25
22241,7827,58751,2.99,0.00,500,Melissa&Doug Learning Mat,2019-11-25
22242,7827,58751,2.99,0.00,500,Melissa&Doug Learning Mat,2019-11-25
21915,7738,58486,2.50,2.12,87,Greeting Card,2019-11-25
21916,7739,76200,10.00,8.50,40,Log Bundle,2019-11-25
21918,7741,84596,14.50,12.32,501,Sasquatch Hat,2019-11-25
21923,7744,48603,4.79,4.07,500,Multi Craft Small Chalk B,2019-11-25
21928,7745,57076,6.99,6.99,500,Fair Isle Angel Sand #06,2019-11-25
21929,7745,57089,5.99,5.09,500,Sinfonia-gris Claro,2019-11-25
21930,7745,57089,5.99,5.09,500,Sinfonia-gris Claro,2019-11-25
21931,7745,57089,5.99,5.09,500,Sinfonia-gris Claro,2019-11-25
21933,7747,77734,6.95,5.90,512,Glitter Santa W/ Tree,2019-11-25
21934,7747,81789,12.00,10.20,511,Santa,2019-11-25
21935,7747,84404,8.00,6.80,65,Plaid Angel Tree Topper,2019-11-25
21937,7747,86121,2.99,0.00,500,Placemats,2019-11-25
21946,7751,14581,5.00,4.25,51,Green Pitcher/vase -28,2019-11-25
21947,7752,48666,1.59,1.35,500,Jewelry-designer Jump Rin,2019-11-25
21948,7753,85485,4.99,4.24,17,Small Handmade Gnome,2019-11-25
21949,7754,46231,1.99,1.69,500,Handmade Card Wedding,2019-11-25
21952,7754,70941,8.00,6.80,51,Blackberry Pillow,2019-11-25
21953,7755,86125,7.08,0.00,500,Ribbon,2019-11-25
21954,7755,86126,4.25,0.00,500,Webbing,2019-11-25
21955,7756,86127,9.99,0.00,500,Batting,2019-11-25
21958,7757,75661,3.00,2.55,511,Believe Ornament,2019-11-25
21959,7757,81914,6.50,5.52,502,Snowman Ornamant,2019-11-25
21960,7757,79990,7.99,6.79,63,Mug Starbucks,2019-11-25
21961,7757,11721,6.99,5.94,63,25 Mercury Glass Jar,2019-11-25
21962,7758,76612,5.00,4.25,37,SALE Penguin Bag,2019-11-25
21964,7759,54587,3.69,3.13,500,Gutermann-thread-250m-10,2019-11-25
21967,7760,57624,15.00,12.75,62,Metal Violin Wall Art,2019-11-25
21968,7760,85426,39.00,33.15,69,Kate Spade,2019-11-25
21976,7760,45979,2.99,0.00,500,Cotton-canvas-panel 9x12,2019-11-25
21979,7761,48658,3.99,3.39,500,Panacea 16 Box Wreath Fra,2019-11-25
21980,7761,50318,2.49,2.11,500,Wire Green,2019-11-25
21981,7761,50318,2.49,2.11,500,Wire Green,2019-11-25
21983,7762,53787,0.20,0.17,500,Bamboo Pointer,2019-11-25
21984,7762,45680,1.59,0.00,500,Ruler Shatter Resistant 1,2019-11-25
21986,7762,86129,7.19,0.00,500,Yarn,2019-11-25
21988,7762,53787,0.20,0.17,500,Bamboo Pointer,2019-11-25
21991,7763,48693,1.99,1.69,500,Basic Pearl Effects Paste,2019-11-25
21992,7763,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-11-25
21993,7763,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-11-25
21994,7763,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-11-25
21995,7763,48717,0.50,0.42,500,1 Misc Paper 12x12 Solid,2019-11-25
21997,7765,84282,3.49,0.00,500,PIne Berry Cardinal Pick,2019-11-25
21998,7765,86182,8.30,0.00,500,Fabric,2019-11-25
22000,7766,77476,4.95,4.20,56,Hand Stitch Heart,2019-11-25
22001,7766,77474,4.95,4.20,56,Hand Stitch Heart,2019-11-25
22005,7766,67875,2.99,2.54,19,Blue Ceramic Chicken1,2019-11-25
22006,7766,73069,15.99,13.59,40,Painted Drawer,2019-11-25
22007,7766,68403,2.99,2.54,518,Wood Pumpkin,2019-11-25
